id,goal,target,indicator,series,seriesdescription,seriescount,geoareacode,country,year,value,valuetype,source,footnotes,attributes,dimensions
italy2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,380,Italy,2022,107.00458,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
italy2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,380,Italy,2022,132.48673,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
italy2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,380,Italy,2022,19.4819,Float,Food Waste Index Report / WESR,Low Confidence,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
italy2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,380,Italy,2022,6.00026,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
latvia2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,428,Latvia,2019,113.9781,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
latvia2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,428,Latvia,2019,75.79373,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
latvia2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,428,Latvia,2019,25.43893,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
latvia2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,428,Latvia,2019,12.74543,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
latvia2020,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,428,Latvia,2020,7.78313,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
latvia2020,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,428,Latvia,2020,18.67951,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
latvia2020,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,428,Latvia,2020,82.50116,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
latvia2020,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,428,Latvia,2020,108.9638,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
latvia2021,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,428,Latvia,2021,97.29983,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
latvia2021,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,428,Latvia,2021,73.08213,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
latvia2021,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,428,Latvia,2021,15.2712,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
latvia2021,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,428,Latvia,2021,8.94649,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
latvia2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,428,Latvia,2022,18.99332,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
latvia2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,428,Latvia,2022,81.97116,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
latvia2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,428,Latvia,2022,108.96166,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
latvia2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,428,Latvia,2022,7.99719,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
lithuania2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,440,Lithuania,2019,24.76731,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
lithuania2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,440,Lithuania,2019,12.40894,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
lithuania2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,440,Lithuania,2019,110.96892,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
lithuania2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,440,Lithuania,2019,73.79267,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
lithuania2020,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,440,Lithuania,2020,85.65501,Float,Eurostat,"Since there is no public breakdown of the amount of household food waste recycled, it is classified among others.","Nature: C, Units: KG, Observation Status: E","Reporting Type: G, Food Waste Sector: HHS"
lithuania2020,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,440,Lithuania,2020,96.94366,Float,Eurostat,"Since there is no public breakdown of the amount of household food waste recycled, it is classified among others.","Nature: C, Units: KG, Observation Status: E","Reporting Type: G, Food Waste Sector: ALL"
lithuania2020,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,440,Lithuania,2020,9.69483,Float,Eurostat,"Since there is no public breakdown of the amount of household food waste recycled, it is classified among others.","Nature: C, Units: KG, Observation Status: E","Reporting Type: G, Food Waste Sector: RTL"
lithuania2020,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,440,Lithuania,2020,1.59382,Float,Eurostat,"Since there is no public breakdown of the amount of household food waste recycled, it is classified among others.","Nature: C, Units: KG, Observation Status: E","Reporting Type: G, Food Waste Sector: OOHC"
lithuania2021,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,440,Lithuania,2021,1.66903,Float,Eurostat,"Since there is no public breakdown of the amount of household food waste recycled, it is classified among others.","Nature: C, Units: KG, Observation Status: E","Reporting Type: G, Food Waste Sector: OOHC"
lithuania2021,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,440,Lithuania,2021,12.18344,Float,Eurostat,"Since there is no public breakdown of the amount of household food waste recycled, it is classified among others.","Nature: C, Units: KG, Observation Status: E","Reporting Type: G, Food Waste Sector: RTL"
lithuania2021,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,440,Lithuania,2021,100.54076,Float,Eurostat,"Since there is no public breakdown of the amount of household food waste recycled, it is classified among others.","Nature: C, Units: KG, Observation Status: E","Reporting Type: G, Food Waste Sector: ALL"
lithuania2021,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,440,Lithuania,2021,86.68829,Float,Eurostat,"Since there is no public breakdown of the amount of household food waste recycled, it is classified among others.","Nature: C, Units: KG, Observation Status: E","Reporting Type: G, Food Waste Sector: HHS"
lithuania2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,440,Lithuania,2022,85.99828,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
lithuania2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,440,Lithuania,2022,97.99804,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
lithuania2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,440,Lithuania,2022,9.9998,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
lithuania2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,440,Lithuania,2022,1.99996,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
luxembourg2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,442,Luxembourg,2019,116.5412,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
luxembourg2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,442,Luxembourg,2019,7.15038,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
luxembourg2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,442,Luxembourg,2019,88.63487,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
luxembourg2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,442,Luxembourg,2019,20.75595,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
luxembourg2020,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,442,Luxembourg,2020,13.86265,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
luxembourg2020,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,442,Luxembourg,2020,90.79964,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
luxembourg2020,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,442,Luxembourg,2020,13.52318,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
luxembourg2020,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,442,Luxembourg,2020,118.18547,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
luxembourg2021,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,442,Luxembourg,2021,13.86002,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
luxembourg2021,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,442,Luxembourg,2021,101.75483,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
luxembourg2021,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,442,Luxembourg,2021,73.08848,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
luxembourg2021,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,442,Luxembourg,2021,14.80633,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
luxembourg2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,442,Luxembourg,2022,14.05191,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
luxembourg2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,442,Luxembourg,2022,91.33739,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
luxembourg2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,442,Luxembourg,2022,119.4412,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
luxembourg2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,442,Luxembourg,2022,14.05191,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
malta2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,470,Malta,2019,112.80312,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
malta2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,470,Malta,2019,146.36575,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
malta2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,470,Malta,2019,11.20276,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
malta2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,470,Malta,2019,22.35987,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
malta2020,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,470,Malta,2020,7.58696,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
malta2020,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,470,Malta,2020,91.65473,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
malta2020,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,470,Malta,2020,44.66022,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
malta2020,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,470,Malta,2020,143.90191,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
malta2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,470,Malta,2022,144.10654,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
malta2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,470,Malta,2022,7.95071,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
malta2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,470,Malta,2022,44.72272,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
malta2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,470,Malta,2022,91.43311,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
montenegro2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,499,Montenegro,2019,125.5929,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
montenegro2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,499,Montenegro,2019,82.46913,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
montenegro2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,499,Montenegro,2019,27.54299,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
montenegro2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,499,Montenegro,2019,15.58078,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
montenegro2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,499,Montenegro,2022,14.78399,Float,Food Waste Index Report / WESR,Low Confidence,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
montenegro2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,499,Montenegro,2022,24.65164,Float,Food Waste Index Report / WESR,Low Confidence,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
montenegro2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,499,Montenegro,2022,86.19388,Float,Food Waste Index Report / WESR,Low Confidence,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
montenegro2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,499,Montenegro,2022,125.62951,Float,Food Waste Index Report / WESR,Low Confidence,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
netherlands2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,528,Netherlands,2019,49.23355,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
netherlands2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,528,Netherlands,2019,25.17845,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
netherlands2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,528,Netherlands,2019,10.83138,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
netherlands2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,528,Netherlands,2019,85.24338,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
netherlands2020,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,528,Netherlands,2020,75.51371,Float,Eurostat,"Since there is no public breakdown of the amount of household food waste recycled, it is classified among others.","Nature: C, Units: KG, Observation Status: E","Reporting Type: G, Food Waste Sector: ALL"
netherlands2020,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,528,Netherlands,2020,12.03386,Float,Eurostat,"Since there is no public breakdown of the amount of household food waste recycled, it is classified among others.","Nature: C, Units: KG, Observation Status: E","Reporting Type: G, Food Waste Sector: RTL"
netherlands2020,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,528,Netherlands,2020,4.76267,Float,Eurostat,"Since there is no public breakdown of the amount of household food waste recycled, it is classified among others.","Nature: C, Units: KG, Observation Status: E","Reporting Type: G, Food Waste Sector: OOHC"
netherlands2020,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,528,Netherlands,2020,58.71718,Float,Eurostat,"Since there is no public breakdown of the amount of household food waste recycled, it is classified among others.","Nature: C, Units: KG, Observation Status: E","Reporting Type: G, Food Waste Sector: HHS"
netherlands2021,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,528,Netherlands,2021,48.43268,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
netherlands2021,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,528,Netherlands,2021,11.9877,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
netherlands2021,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,528,Netherlands,2021,4.7444,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
netherlands2021,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,528,Netherlands,2021,65.16477,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
netherlands2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,528,Netherlands,2022,75.98263,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
netherlands2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,528,Netherlands,2022,11.99726,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
netherlands2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,528,Netherlands,2022,58.98652,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
netherlands2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,528,Netherlands,2022,4.99886,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
north macedonia2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,807,North Macedonia,2019,15.41329,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
north macedonia2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,807,North Macedonia,2019,124.24281,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
north macedonia2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,807,North Macedonia,2019,81.58261,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
north macedonia2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,807,North Macedonia,2019,27.24691,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
north macedonia2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,807,North Macedonia,2022,124.83266,Float,Food Waste Index Report / WESR,Low Confidence,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
north macedonia2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,807,North Macedonia,2022,24.49528,Float,Food Waste Index Report / WESR,Low Confidence,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
north macedonia2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,807,North Macedonia,2022,85.64717,Float,Food Waste Index Report / WESR,Low Confidence,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
north macedonia2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,807,North Macedonia,2022,14.69022,Float,Food Waste Index Report / WESR,Low Confidence,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
norway2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,578,Norway,2019,13.85263,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
norway2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,578,Norway,2019,79.25116,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
norway2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,578,Norway,2019,98.09333,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
norway2019,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,578,Norway,2019,4.98955,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
norway2020,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,578,Norway,2020,78.04936,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
norway2020,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,578,Norway,2020,18.13196,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
norway2020,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,578,Norway,2020,107.57218,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
norway2020,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,578,Norway,2020,11.39086,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
norway2021,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,578,Norway,2021,12.81154,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
norway2021,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,578,Norway,2021,105.70161,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
norway2021,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,578,Norway,2021,17.50058,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
norway2021,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,578,Norway,2021,75.38949,Float,Eurostat,,"Nature: C, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: HHS"
norway2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,578,Norway,2022,17.98569,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: OOHC"
norway2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,578,Norway,2022,106.91496,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: ALL"
norway2022,12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),2171,578,Norway,2022,10.99126,Float,Food Waste Index Report / WESR,,"Nature: E, Units: KG, Observation Status: A","Reporting Type: G, Food Waste Sector: RTL"
